multiple_hosts,host_since,host_from_ireland,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_respond_within_an_hour,host_respond_within_a_few_hours,host_respond_within_a_day,host_verified_by_phone,host_verified_by_email,host_verified_by_work_email,bungalow,town_house,rental_unit,home,loft,condo,cottage,guesthouse,bed_and_breakfast,boat,serviced_apartment,guest_suite,cabin,villa,castle,tiny_home,entire_home_or_apt,private_room,shared_room,number_of_bathrooms,shared_bath,entertainment_amenities,self_care_amenities,storage_amenities,wifi,leisure_amenities,kitchen_amenities,safety_amenities,parking_amenities,long_term_stay,single_level_home,open_24_hours,self_check_in,dublin_city,south_dublin,fingal,dun_laoghaire_rathdown,city center,clean comfortable,definitely recommend,definitely stay,gave us,great host,great location,great place,great stay,highly recommend,location great,minute walk,place great,place stay,recommend place,temple bar,walking distance,would definitely,would highly,would recommend
0,1450224000.0,1,0.0,0.0,0,1,1,1,1,53.34959,-6.22894,2,1,1,125.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,2,0,0,1458432000.0,1467500400.0,4.5,5.0,5.0,5.0,5.0,5.0,4.5,0,1,0,1,0,0.03,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1390003200.0,1,0.0,0.0,0,1,1,1,1,53.27258,-6.09702,4,2,2,120.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,0,0,0,29,0,0,1473030000.0,1568502000.0,4.9,4.9,4.79,5.0,4.97,4.83,4.69,0,1,1,0,0,0.4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1435186800.0,1,0.0,0.0,0,1,1,1,0,53.33383,-6.26658,1,1,1,40.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,0,0,0,3,0,0,1461538800.0,1464562800.0,4.33,4.67,3.0,5.0,5.0,4.67,4.33,0,1,0,1,0,0.04,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0.2017665885199289,0.2212996840167294,0.1885147486242463,0.2012661031976257,0.4147939820087754,0.2092271297633465,0.160923069436692,0.1397138111878129,0.1304111659719294,0.2331760876779125,0.0461809925907513,0.2521178067149615,0.1234006834682555,0.1065043836438606,0.1795830996184296,0.246033741681914,0.4338252671693142,0.3085080108026902,0.1416973937094822,0.1146170708049567
0,1406847600.0,1,0.0,0.0,0,1,1,1,1,53.35204,-6.29751,2,1,1,90.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,30,0,0,1470092400.0,1502060400.0,4.87,4.97,4.8,5.0,5.0,4.86,4.82,0,1,1,0,0,0.4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1371510000.0,1,100.0,100.0,1,1,1,1,1,53.38338,-6.15544,3,1,2,34.0,2,14,2,2,14,14,2.0,14.0,1,2,4,7,73,277,47,5,1467500400.0,1662850800.0,4.8,4.91,4.79,4.94,4.91,4.66,4.87,1,1,0,1,0,3.67,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.506451844772287,0.2043683764781636,0.1813685212068422,0.2047039845859805,0.0,0.0,0.0,0.0,0.0,0.1950583081445025,0.438531878650809,0.0,0.0,0.0,0.0,0.6297490624551092
0,1457740800.0,1,0.0,0.0,0,1,2,1,0,53.27751,-6.21735,2,1,1,35.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,13,0,0,1458259200.0,1536966000.0,4.67,4.75,4.25,4.75,4.92,4.33,4.5,0,1,0,1,0,0.16,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.1798956531145118,0.0,0.1454540847403791,0.0517642554822508,0.1733585021949463,0.2798212387453902,0.3311064405566404,0.3737076712817595,0.0484478997242152,0.3898133440775446,0.1029377545178778,0.0526849077427744,0.2062957379688973,0.4006108358335467,0.1501094929999161,0.0,0.2339515029934863,0.1793912627980731,0.263203732228623,0.1916116875610702
0,1457740800.0,0,0.0,0.0,0,1,1,1,1,53.34515,-6.23548,1,1,1,99.0,4,1125,4,4,1125,1125,4.0,1125.0,1,0,0,0,0,7,0,0,1459292400.0,1498431600.0,5.0,5.0,4.86,5.0,4.86,5.0,5.0,1,1,0,1,0,0.09,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1457740800.0,0,0.0,0.0,0,1,3,1,1,53.29384,-6.19046,1,1,1,55.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,18,0,0,1465513200.0,1563922800.0,4.94,4.94,4.94,4.94,4.94,4.82,4.88,0,1,0,1,0,0.24,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.180144929047593,0.2011018014056294,0.3246022229701354,0.14403555524364,0.16256763789126,0.1686036701777008,0.602929110972533,0.0,0.0,0.1794825924424361,0.1549074311877806,0.0,0.0,0.0,0.1560750077802133,0.5495856230403405,0.0
0,1406934000.0,1,100.0,100.0,1,5,5,1,1,53.35636,-6.26885,5,3,3,194.0,5,1125,5,5,1125,1125,5.0,1125.0,1,0,1,1,3,68,20,3,1467586800.0,1661036400.0,4.93,4.94,4.93,4.98,4.97,4.86,4.83,1,3,2,1,0,0.9,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.2062357451867497,0.2423587514321273,0.111167524200983,0.3560610704681261,0.0,0.213861538407121,0.0948966558142233,0.2142127359234711,0.333249476439421,0.297926211140474,0.1180097692373463,0.0,0.1182506483961116,0.0,0.4589022226677409,0.0,0.1072825534627208,0.2056575026835275,0.2413933495882785,0.3295008396797682
0,1457827200.0,0,0.0,0.0,0,1,1,1,0,53.31723,-6.23658,2,1,1,100.0,7,14,7,7,14,14,7.0,14.0,1,0,0,0,0,1,0,0,1459810800.0,1459810800.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.01,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0.3423699725401364,0.0,0.0,0.0,0.8798099655145042,0.0,0.0,0.0,0.0,0.3297229541360945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1457481600.0,1,0.0,0.0,0,1,1,1,1,53.34336,-6.23632,2,1,1,55.0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,6,0,0,1458345600.0,1460415600.0,4.2,4.75,4.75,4.5,4.75,4.75,4.0,0,1,0,1,0,0.08,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.101846915475201,0.1196858054331553,0.4391894113460332,0.1172241721567696,0.1308612588411074,0.2112256340996887,0.1874540550638048,0.3173587545100938,0.1097140272760738,0.2942541858240414,0.2331105305121701,0.0,0.1167931755106851,0.2016031811489058,0.4532461222093337,0.0,0.105960265467923,0.20312271545055,0.0,0.3254396480831704
0,1444172400.0,1,0.0,0.0,0,2,2,1,1,53.34918,-6.24374,5,2,2,127.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,4,0,0,1465081200.0,1470006000.0,5.0,5.0,5.0,5.0,5.0,4.75,4.5,0,2,1,1,0,0.05,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.149125557997383,0.0700981956549539,0.2572267043255395,0.0686564536671357,0.153286984913524,0.0927837835878405,0.3293671537895759,0.1239148674088766,0.0642578735402877,0.057446766321572,0.2047940545405589,0.1048163127345484,0.1026060380153079,0.1475949798901788,0.099547316532735,0.7403623447014808,0.1861780532839294,0.2379319050924622,0.0,0.0635350534193864
0,1457913600.0,1,0.0,0.0,0,1,2,1,1,53.34905,-6.2986,2,1,1,105.0,30,90,30,30,1125,1125,30.0,1125.0,1,0,0,0,0,4,0,0,1492470000.0,1573689600.0,4.75,5.0,4.75,5.0,5.0,4.25,4.75,1,1,1,0,0,0.06,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.4014630246800163,0.0898630211192435,0.2885348542691777,0.1540258419546891,0.2947614721153456,0.2577142044343676,0.2463038819366556,0.1985672427604986,0.2265339090537104,0.0920555074020447,0.0875125352196953,0.1567652658728647,0.1315367460600234,0.2838160955009143,0.2126926502734925,0.1498601461387783,0.238672653095758,0.343146347264062,0.0671287983534133,0.1832610174378855
0,1429052400.0,1,99.0,99.0,0,55,137,1,1,53.34812,-6.26464,6,2,3,218.0,14,1125,14,14,1125,1125,14.0,1125.0,1,8,38,68,158,247,6,0,1458950400.0,1659308400.0,4.55,4.69,4.54,4.72,4.78,4.85,4.55,0,55,55,0,0,3.14,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.4348763425716008,0.0567829615017542,0.3646408348577654,0.111230160177523,0.0,0.2004250546814412,0.4891397099624565,0.0501885467937572,0.2082080615816756,0.0465346859496171,0.2211909128542194,0.1698126633689199,0.2216424032804713,0.0,0.053758791644273,0.1262588741970418,0.2513555242831652,0.2891046926530164,0.0,0.205865983203518
1,1432162800.0,1,0.0,75.0,0,1,1,1,1,53.28645,-6.16998,6,3,4,250.0,10,29,10,10,29,29,10.0,29.0,1,0,0,0,32,8,2,0,1468796400.0,1647734400.0,5.0,4.88,5.0,5.0,5.0,4.75,4.88,0,1,1,0,0,0.11,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.2812204034484132,0.0472110384406931,0.3031732057685047,0.1849601087728849,0.0516192868417926,0.0,0.1848569378685384,0.1251847393635537,0.1731103580902702,0.3482128635387532,0.0,0.2353121419406447,0.1842800682567196,0.3976200644905541,0.1787866156832684,0.0,0.1253906630302806,0.4807404333007423,0.2351148996971847,0.0855815423289619
0,1442185200.0,1,70.0,46.0,0,3,8,1,1,53.28128,-6.46497,1,1,0,74.0,30,1125,30,30,1125,1125,30.0,1125.0,1,4,34,64,339,25,0,0,1458432000.0,1610841600.0,4.92,4.88,4.96,4.88,4.96,4.6,4.84,0,3,0,3,0,0.32,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1445036400.0,1,0.0,0.0,0,3,3,1,1,53.35653,-6.26193,2,1,1,200.0,3,30,3,3,30,30,3.0,30.0,1,0,0,0,0,6,0,0,1458864000.0,1549324800.0,4.67,5.0,4.5,5.0,5.0,4.83,4.5,0,2,0,2,0,0.08,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.5654339142239616,0.2281693950736844,0.0,0.0,0.4740595684113772,0.2119054658100325,0.0,0.0,0.0,0.0,0.0,0.2874731504403179,0.4578400680715229,0.0,0.2575431513333487,0.0
0,1401836400.0,1,0.0,0.0,0,1,4,1,1,53.34705,-6.25567,3,2,2,114.0,300,600,300,300,600,600,300.0,600.0,1,28,58,88,88,198,0,0,1458691200.0,1562626800.0,4.7,4.88,4.54,4.97,4.92,4.9,4.75,0,1,1,0,0,2.51,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1441494000.0,1,70.0,52.0,0,1,2,1,1,53.35405,-6.23008,4,2,2,279.0,1,1125,1,1,1125,1125,1.0,1125.0,1,23,52,82,170,127,7,4,1458518400.0,1662850800.0,4.65,4.73,4.72,4.89,4.85,4.42,4.61,0,1,1,0,0,1.61,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1456963200.0,1,0.0,0.0,0,2,2,1,1,53.3497,-6.27552,2,1,1,95.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,7,0,0,1468882800.0,1540076400.0,4.71,5.0,4.43,5.0,4.86,4.86,4.71,0,2,1,1,0,0.09,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.3661776297909496,0.0,0.3947624160378514,0.0,0.0,0.7594348997692285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3651509432236789,0.0,0.0
0,1404255600.0,1,0.0,0.0,0,1,1,1,0,53.31688,-6.31648,5,3,3,150.0,4,1125,4,4,1125,1125,4.0,1125.0,1,0,0,0,0,7,0,0,1463180400.0,1497222000.0,4.83,4.67,4.67,5.0,5.0,4.33,5.0,0,1,1,0,0,0.09,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.1816619982830448,0.0,0.1958430103592615,0.2090900569910696,0.2334142145394552,0.565137450654987,0.1671787411050382,0.0,0.1956943844755423,0.5248544165577759,0.2078969431527495,0.2128088245427025,0.2083212981964052,0.0,0.0,0.0,0.0,0.0,0.0,0.1934930691992496
0,1339887600.0,1,100.0,74.0,1,1,1,1,1,53.34427,-6.26955,4,1,2,115.0,13,1125,13,13,1125,1125,13.0,1125.0,1,2,10,20,28,81,26,1,1458518400.0,1660431600.0,4.63,4.83,4.54,4.83,4.84,4.96,4.59,0,1,1,0,0,1.03,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.1452527120800402,0.0,0.5193554925094351,0.0,0.2479860323132061,0.0,0.1451424793346596,0.3892736703360158,0.0,0.1578359057220811,0.0,0.0,0.4497050255985985,0.0,0.1401765665047914,0.1343571795769396,0.1577036052471188,0.4305294279074502
0,1458086400.0,1,0.0,0.0,0,1,2,1,0,53.34609,-6.26753,2,1,1,40.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,5,0,0,1458691200.0,1464303600.0,3.25,4.0,2.25,4.0,3.75,5.0,3.25,0,1,0,1,0,0.06,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.4756919380119928,0.0,0.0,0.0,0.0,0.0,0.3980246887862704,0.0,0.0,0.0,0.0,0.4598145636333405,0.0,0.0,0.4121327384496727,0.4837465247375335,0.0
0,1458086400.0,1,93.0,100.0,0,1,1,1,0,53.33892,-6.23881,5,2,2,170.0,2,185,2,2,185,185,2.0,185.0,1,5,16,30,262,439,67,6,1461193200.0,1662332400.0,4.69,4.82,4.63,4.84,4.8,4.89,4.65,0,1,1,0,0,5.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1345071600.0,1,0.0,0.0,0,1,1,1,1,53.35174,-6.25858,2,1,1,100.0,4,1125,4,4,1125,1125,4.0,1125.0,1,0,0,0,0,1,0,0,1468710000.0,1468710000.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.01,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0.3856632134581317,0.0604284866992882,0.1385896984919317,0.1479640652116986,0.0660708912866736,0.13330784480402,0.425898808506975,0.1869374629749304,0.1661814267945171,0.3466558283707311,0.0882718498334334,0.3011913550112645,0.0294840095171384,0.2035759396279425,0.0858152429865445,0.1679560315784018,0.160495686250552,0.2820267217769687,0.3009388918018302,0.2190827934796138
0,1403737200.0,1,89.0,80.0,1,1,2,1,1,53.34835,-6.27858,8,3,4,373.0,14,365,14,30,1125,1125,21.8,1125.0,1,21,39,69,344,108,6,0,1508540400.0,1657926000.0,4.73,4.85,4.81,4.42,4.76,4.85,4.63,0,1,1,0,0,1.81,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0385010206068231,0.0452446266028366,0.1660260450464935,0.3545124756517158,0.0989385294541017,0.2395478288139686,0.3188832554649772,0.2799314089221417,0.124425035514469,0.4449456881122307,0.088122387379536,0.1804088255435009,0.1324533915266614,0.0381058581676196,0.128504910112324,0.050301494209343,0.2403359009107135,0.4607168602084792,0.1802576041012212,0.0410084702080097
0,1332028800.0,1,100.0,54.0,0,1,2,1,1,53.31757,-6.28578,5,4,5,500.0,5,60,3,5,60,60,5.0,60.0,1,0,6,6,73,29,4,2,1474239600.0,1661554800.0,4.72,4.83,4.69,4.93,4.97,4.59,4.59,0,1,1,0,0,0.4,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0435358186279984,0.1279032235137378,0.2816060329341147,0.2004361260828578,0.0279691928015494,0.0451456033442031,0.3004864839645453,0.1582690907283981,0.211044240914754,0.4402400290354828,0.0498230983692651,0.0,0.1497743888157102,0.4308898059589937,0.2421826041353441,0.0,0.0226470623958627,0.3256031487731304,0.2293087303694037,0.2782270121230804
0,1458432000.0,0,0.0,0.0,0,1,1,1,1,53.3352,-6.2742,5,3,3,150.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,19,0,0,1468018800.0,1503961200.0,4.95,5.0,5.0,4.94,4.89,4.83,4.83,0,1,1,0,0,0.25,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1458432000.0,1,0.0,0.0,0,1,1,1,1,53.35573,-6.26929,2,1,1,109.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,0,34,0,0,1471129200.0,1514764800.0,4.74,4.88,4.94,4.97,4.94,4.64,4.5,1,1,1,0,0,0.46,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1455062400.0,1,90.0,97.0,0,3,5,1,1,53.4326,-6.1758,10,5,6,850.0,2,30,2,2,30,30,2.0,30.0,1,15,34,55,297,82,20,0,1470610800.0,1659913200.0,4.89,4.9,4.89,4.93,4.87,4.84,4.79,0,2,2,0,0,1.1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.0,0.2198564714358593,0.2016919089132485,0.0,0.0,0.3880102775921569,0.3443431487428048,0.0,0.201538844281806,0.1801764399333523,0.0,0.2191644112131697,0.2145428638144504,0.1851671711496217,0.0,0.2444292251960838,0.5839301492906451,0.0,0.0,0.1992717861959396
0,1458518400.0,1,0.0,0.0,0,1,2,1,0,53.36286,-6.30779,2,1,1,17.0,1,7,1,1,7,7,1.0,7.0,1,0,0,0,0,1,0,0,1460070000.0,1460070000.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,0,1,0,1,0,0.01,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1433199600.0,1,100.0,90.0,1,1,6,1,1,53.40105,-6.2576,2,1,1,90.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,0,0,53,45,19,2,1459119600.0,1661727600.0,4.82,4.84,4.8,4.87,4.96,4.6,4.73,0,1,0,1,0,0.57,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0.2777301620484857,0.0466250997289968,0.1710917182686697,0.1826645590152634,0.2039145484979456,0.452570705504039,0.438150404569209,0.0412103549660766,0.0427404690548187,0.1146303917166112,0.0908111174393152,0.1859133363348292,0.1819929585181509,0.0785370361400169,0.0441419213692677,0.2073450360959451,0.4127814427845516,0.1978224742447822,0.0464393752318123,0.2535581557517609
0,1451260800.0,1,0.0,0.0,0,1,1,1,1,53.32673,-6.26006,1,1,1,50.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,1,0,0,1459810800.0,1459810800.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.01,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1451865600.0,1,100.0,100.0,1,1,1,1,1,53.32669,-6.21599,5,2,2,507.0,4,1125,4,14,1125,1125,5.2,1125.0,1,25,45,45,45,90,22,1,1469401200.0,1661036400.0,4.89,4.91,4.89,4.78,4.82,4.79,4.65,0,1,1,0,0,1.2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.5359117963105836,0.0,0.2310985907200601,0.0,0.1377166740215677,0.1111455447315625,0.2959112867764983,0.1113280648777927,0.1154616046321122,0.3096692493063624,0.0,0.2511185839841506,0.0,0.2121645460686443,0.1192475699390005,0.0,0.0,0.3206455260839786,0.3763621388081114,0.2283256140927217
0,1458604800.0,1,0.0,0.0,0,1,1,1,1,53.33513,-6.22148,6,3,3,550.0,3,7,3,3,7,7,3.0,7.0,1,0,0,0,0,1,0,0,1477872000.0,1477872000.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.01,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0.3004069897105942,0.0353024461796456,0.1619287736398789,0.1383054578123426,0.19299375270608,0.5295752758392767,0.3041022840054521,0.1248105717040846,0.1941670624539823,0.1446550340785166,0.0343790641151287,0.1759566088916298,0.0688984759336164,0.2378589650258737,0.2339560598741002,0.1177443107887043,0.3125396997016061,0.329521181501658,0.0351618238731153,0.0959914638131041
1,1419724800.0,1,0.0,0.0,0,1,3,1,1,53.35214,-6.27552,3,1,1,120.0,14,60,14,14,60,60,14.0,60.0,1,0,0,0,0,117,0,0,1459378800.0,1535065200.0,4.68,4.8,4.77,4.91,4.91,4.6,4.66,0,1,1,0,0,1.49,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8528365790573346,0.0,0.0,0.4462439842944611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2711753600583712,0.0
0,1395705600.0,1,0.0,0.0,0,2,3,1,1,53.34401,-6.24504,4,2,2,282.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,0,0,0,28,0,0,1464476400.0,1562454000.0,4.81,5.0,4.74,5.0,5.0,4.93,4.78,0,1,1,0,0,0.37,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.4164781599552054,0.0,0.0,0.0,0.0,0.0,0.3832738554960202,0.0,0.0,0.0,0.0,0.0,0.0,0.8244071166441629,0.0,0.0,0.0,0.0,0.0,0.0
